operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,bwMiB,storageType,opCount,taskName,taskPID,fileName
0,0,65870.0,0.06281852722167969,300,1.54e-05,1,300.0,4079.1251442649145,1,1.0,individuals,133646,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr5n-5601-5801.tar.gz.133646.w_blk_trace.json
1,0,8191.929237568348,2421.8150177001953,300,31.963785488,1,300.0,75.76746560914711,1,309995.0,individuals,133646,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr5.250000.vcf.133646.r_blk_trace.json
0,0,64768.0,0.061767578125,300,2.191e-05,1,300.0,2819.150074167047,1,1.0,individuals,135120,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr10n-2401-2601.tar.gz.135120.w_blk_trace.json
1,0,8191.928799979357,2422.0726985931396,300,14.447101151,1,300.0,167.6511206835074,1,310028.0,individuals,135120,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.135120.r_blk_trace.json
0,0,67485.0,0.06435871124267578,300,1.4121e-05,1,300.0,4557.659602200678,1,1.0,individuals,132563,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr5n-4801-5001.tar.gz.132563.w_blk_trace.json
1,0,8191.929237568348,2421.8150177001953,300,74.822252157,1,300.0,32.36757712957485,1,309995.0,individuals,132563,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.132563.r_blk_trace.json
0,0,187321.22222222222,1.6077909469604492,300,0.003596423,1,300.0,447.0527930002809,1,9.0,individuals,218194,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr4-AFR.tar.gz.218194.w_blk_trace.json
1,0,31489.169811320753,3.1832237243652344,300,0.727800805,1,300.0,4.373756806115699,1,106.0,individuals,218194,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr4n.tar.gz.218194.r_blk_trace.json
0,0,68680.0,0.06549835205078125,300,2.0981e-05,1,300.0,3121.793625221927,1,1.0,individuals,135899,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2n-2601-2801.tar.gz.135899.w_blk_trace.json
1,0,8191.921474379654,2421.75803565979,300,27.672405066,1,300.0,87.51527125610448,1,309988.0,individuals,135899,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr2.250000.vcf.135899.r_blk_trace.json
0,0,79419.0,0.07573986053466797,300,3.0201e-05,1,300.0,2507.8593601095317,1,1.0,individuals,135693,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr9n-401-601.tar.gz.135693.w_blk_trace.json
1,0,8191.922137163246,2421.703544616699,300,28.098912688,1,300.0,86.1849556780508,1,309981.0,individuals,135693,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr9.250000.vcf.135693.r_blk_trace.json
0,0,65427.0,0.06239604949951172,300,1.8251e-05,1,300.0,3418.774286313721,1,1.0,individuals,133713,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr8n-1801-2001.tar.gz.133713.w_blk_trace.json
1,0,8191.922788330022,2421.789673805237,300,17.564467493,1,300.0,137.8800510047001,1,309992.0,individuals,133713,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.133713.r_blk_trace.json
0,0,66490.0,0.06340980529785156,300,1.543e-05,1,300.0,4109.514277242486,1,1.0,individuals,137089,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2n-2401-2601.tar.gz.137089.w_blk_trace.json
1,0,8191.921474379654,2421.75803565979,300,26.594956667,1,300.0,91.06080021046984,1,309988.0,individuals,137089,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.137089.r_blk_trace.json
0,0,1284.356050531915,3.684370994567871,300,13.095116077,1,300.0,0.28135458845141714,1,3008.0,frequency,140818,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2-GBR-freq.tar.gz.140818.w_blk_trace.json
1,0,1180.6338607594937,3.5579710006713867,300,0.528934526,1,300.0,6.726675657908152,1,3160.0,frequency,140818,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2n.tar.gz.140818.r_blk_trace.json
0,0,188646.1,1.7990694046020508,300,0.017858131,1,300.0,100.74231198113905,1,10.0,mutation_overlap,235472,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr6-AFR.tar.gz.235472.w_blk_trace.json
1,0,30165.77519379845,3.711113929748535,300,0.044422462,1,300.0,83.54138340528121,1,129.0,mutation_overlap,235472,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr6n.tar.gz.235472.r_blk_trace.json
0,0,412.31479013990673,1.1804285049438477,300,11.614116006,1,300.0,0.10163739576339889,1,3002.0,individuals,141096,
1,0,32657.65306122449,3.052186965942383,300,0.011415282,1,300.0,267.3772724968496,1,98.0,individuals,141096,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr9n.tar.gz.141096.r_blk_trace.json
0,0,67833.0,0.06469058990478516,300,1.4571e-05,1,300.0,4439.680866432308,1,1.0,individuals,133404,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2n-4801-5001.tar.gz.133404.w_blk_trace.json
1,0,8191.921474379654,2421.75803565979,300,36.186032455,1,300.0,66.92521592886494,1,309988.0,individuals,133404,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr2.250000.vcf.133404.r_blk_trace.json
0,0,81964.0,0.07816696166992188,300,1.9671e-05,1,300.0,3973.7157068741744,1,1.0,individuals,134051,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr3n-2401-2601.tar.gz.134051.w_blk_trace.json
1,0,8191.912230276168,2421.794364929199,300,18.092992773,1,300.0,133.85261329144063,1,309993.0,individuals,134051,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr3.250000.vcf.134051.r_blk_trace.json
0,0,171681.0,1.4735498428344727,300,0.00241841,1,300.0,609.305222371092,1,9.0,mutation_overlap,141002,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2-EUR.tar.gz.141002.w_blk_trace.json
1,0,22077.127272727274,3.4739742279052734,300,0.01517624,1,300.0,228.90875657641638,1,165.0,mutation_overlap,141002,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.141002.r_blk_trace.json
0,0,68179.0,0.06502056121826172,300,1.7191e-05,1,300.0,3782.2442684114785,1,1.0,individuals,135257,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr8n-2001-2201.tar.gz.135257.w_blk_trace.json
1,0,8191.922788330022,2421.789673805237,300,15.102335799,1,300.0,160.3586164443248,1,309992.0,individuals,135257,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr8.250000.vcf.135257.r_blk_trace.json
0,0,76430.0,0.07288932800292969,300,1.6251e-05,1,300.0,4485.221094266795,1,1.0,individuals,136903,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr3n-1601-1801.tar.gz.136903.w_blk_trace.json
1,0,8191.912230276168,2421.794364929199,300,19.432560292,1,300.0,124.62559377346709,1,309993.0,individuals,136903,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr3.250000.vcf.136903.r_blk_trace.json
0,0,153670.33333333334,1.3189630508422852,300,0.002840867,1,300.0,464.28187269671025,1,9.0,individuals,141210,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr5-EUR.tar.gz.141210.w_blk_trace.json
1,0,24356.544715447155,2.857069969177246,300,0.015359642,1,300.0,186.01149487580804,1,123.0,individuals,141210,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr5n.tar.gz.141210.r_blk_trace.json
0,0,75915.0,0.07239818572998047,300,1.5301e-05,1,300.0,4731.598309259556,1,1.0,individuals,137297,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr7n-1401-1601.tar.gz.137297.w_blk_trace.json
1,0,8191.911930553494,2421.802088737488,300,15.405494661,1,300.0,157.20378618340865,1,309994.0,individuals,137297,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr7.250000.vcf.137297.r_blk_trace.json
0,0,30392.0,0.02898406982421875,300,1.8551e-05,1,300.0,1562.3993220968548,1,1.0,individuals,133941,./1kgenome_data/fastflow_tests/par_6000_1n_pfs_ps300/300_p_1n_PFS_t1/chr8n-1-201.tar.gz.133941.w_blk_trace.json
