operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,bwMiB,storageType,opCount,taskName,taskPID,fileName
0,0,3723.3448047650563,10.730693817138672,300,0.733048881,1,300.0,14.638442394864896,1,3022.0,frequency,188417,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/chr5-AMR-freq.tar.gz.188417.w_blk_trace.json
1,0,1950.2825040128412,5.793695449829102,300,0.662349193,1,300.0,8.74719183032069,1,3115.0,frequency,188417,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/chr5n.tar.gz.188417.r_blk_trace.json
0,0,75453.0,0.07195758819580078,300,1.7661e-05,1,300.0,4074.3779058830637,1,1.0,individuals,147697,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2n-3601-3901.tar.gz.147697.w_blk_trace.json
1,0,8191.921474379654,2421.75803565979,300,30.017875147,1,300.0,80.67719729661883,1,309988.0,individuals,147697,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.147697.r_blk_trace.json
0,0,84798.0,0.08086967468261719,300,2.6621e-05,1,300.0,3037.8150588864873,1,1.0,individuals,150509,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/chr9n-5401-5701.tar.gz.150509.w_blk_trace.json
1,0,8191.922137163246,2421.703544616699,300,31.228936133,1,300.0,77.54678335192006,1,309981.0,individuals,150509,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.150509.r_blk_trace.json
0,0,71049.0,0.06775760650634766,300,2.299e-05,1,300.0,2947.2643108459183,1,1.0,individuals,146432,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/chr2n-1801-2101.tar.gz.146432.w_blk_trace.json
1,0,8191.921474379654,2421.75803565979,300,36.045506716,1,300.0,67.18612821122618,1,309988.0,individuals,146432,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/columns.txt.146432.r_blk_trace.json
0,0,85370.0,0.08141517639160156,300,1.972e-05,1,300.0,4128.558640547746,1,1.0,individuals,149716,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/chr8n-7201-7501.tar.gz.149716.w_blk_trace.json
1,0,8191.922788330022,2421.789673805237,300,29.877941613,1,300.0,81.05610838838734,1,309992.0,individuals,149716,./1kgenome_data/fastflow_tests/par_9000_1n_pfs_ps300/300_p_1n_PFS_t1/ALL.chr8.250000.vcf.149716.r_blk_trace.json
